Goal;Target;Indicator;SeriesCode;SeriesDescription;GeoAreaCode;GeoAreaName;Reporting Type;Units;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);626;Timor-Leste;G;PERCENT;NaN;NaN;48.25;47.85;44.04;43.61;41.9;41.88;39.72;36.91;34.82;32.84;25.61;22.57;18.08;18;12.67;13.21;12.71;11.7;11.45;12.14;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);768;Togo;G;PERCENT;77.11;82.05;78.66;74.79;76.14;77.22;79.65;79.9;76.51;63.38;65.81;69.1;72.65;76.19;81.44;81.04;80.65;78.39;76.74;78.63;76.19;75.13;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);776;Tonga;G;PERCENT;2.48;2.7;2.48;2.01;2.15;2.15;1.86;2.17;1.99;1.82;1.01;1.14;1.15;1.58;1.7;1.94;2.03;1.96;1.78;1.77;1.89;1.77;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);780;Trinidad and Tobago;G;PERCENT;0.76;0.71;0.69;0.6;0.6;0.54;0.55;0.45;0.46;0.49;0.38;0.38;0.37;0.36;0.35;0.37;0.43;0.42;0.46;0.43;0.48;0.46;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);788;Tunisia;G;PERCENT;14.24;14.22;14.55;14.13;13.92;14.18;14.32;14.32;14.61;16.07;12.61;13.24;13;13.17;12.86;12.5;12.4;11.82;11.91;12.19;12.87;11.58;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);792;Türkiye;G;PERCENT;17.29;18.12;17.49;16.29;16.78;15.34;14.23;12.48;12.53;13.12;14.21;12.68;13.03;13.8;11.51;13.34;13.23;11.4;11.83;14.12;13.72;12.02;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);795;Turkmenistan;G;PERCENT;0.1;0.1;0.09;0.08;0.08;0.08;0.09;0.07;0.08;0.08;0.07;0.07;0.05;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);796;Turks and Caicos Islands;G;PERCENT;0.45;0.43;0.38;0.39;0.39;0.36;0.35;0.33;0.33;0.34;0.34;0.37;0.37;0.37;0.36;0.38;0.37;0.35;0.41;0.5;0.51;0.76;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);798;Tuvalu;G;PERCENT;0.04;0.03;0.02;0.03;0.02;0.02;0.02;0.02;0.2;0.25;0.45;0.21;0.27;0.7;0.65;2.98;7.27;6.98;6.36;6.32;5.04;5.04;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);800;Uganda;G;PERCENT;95.29;95.49;95.62;95.55;95.32;94.47;94.21;94.14;94.13;94.26;93.63;93.29;93.45;93.06;92.39;91.7;91.42;91.31;90.52;90.54;91.64;90.95;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);804;Ukraine;G;PERCENT;1.25;1.23;1.03;0.99;1.21;1.27;1.75;2.39;2.72;2.96;2.88;2.74;2.86;3.49;3.5;4.15;5.48;6.48;6.92;7.44;8.72;8.87;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);784;United Arab Emirates;G;PERCENT;0.08;0.06;0.07;0.07;0.1;0.1;0.11;0.11;0.11;0.11;0.11;0.11;0.1;0.1;0.13;0.12;0.12;0.19;0.3;0.65;0.88;1.01;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);826;United Kingdom of Great Britain and Northern Ireland;G;PERCENT;0.96;0.85;0.97;0.93;1.14;1.35;1.55;1.84;2.44;2.97;3.17;3.99;4.21;5.24;6.6;7.73;7.74;8.85;10.15;11.44;13.57;12.15;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);834;United Republic of Tanzania;G;PERCENT;93.64;93.1;92.4;92.36;91.29;90.33;89.89;90.56;90.29;90.95;89.39;87.62;85.23;84.46;84.7;82.8;81.74;81.99;81.35;80.42;80.82;78.31;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);840;United States of America;G;PERCENT;5.43;4.68;4.84;5.33;5.48;5.84;6.4;6.3;6.85;7.35;7.44;8.36;8.53;8.88;9.02;8.89;9.31;9.71;9.91;10.22;10.96;10.9;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);850;United States Virgin Islands;G;PERCENT;0.5;0.55;0.57;0.58;0.59;0.67;0.69;0.69;0.72;0.76;0.74;1.21;1.98;2.9;4.21;5.64;5.66;5.28;5.79;6.19;5.89;5.9;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);858;Uruguay;G;PERCENT;38.73;41.63;43.25;43.83;39.31;41.32;37.6;43.2;44.09;44.64;53.29;49.67;47.85;51.87;56.7;59.4;60.32;60.82;60.83;59.34;61.21;57.8;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);860;Uzbekistan;G;PERCENT;0.72;0.78;1.02;1.42;1.05;1.62;0.85;0.9;0.8;1.25;1.34;0.95;1.34;1.19;1.4;1.71;1.6;1.74;1.5;1.59;1.03;1;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);548;Vanuatu;G;PERCENT;49.49;51.26;53.33;52.73;55.36;54.91;55.28;51.61;52.06;38.66;38.08;35.75;38.98;40.92;31.51;35.62;33.15;35.69;29.7;31.63;26.02;24.64;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);862;Venezuela (Bolivarian Republic of);G;PERCENT;15.29;14.03;12.84;13.41;14.64;14.23;15.6;16.64;16.35;16.21;13.79;14.76;13.85;15.43;12.09;15.38;14.55;14.33;14.63;15.76;31.19;33.69;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);704;Viet Nam;G;PERCENT;57.73;56.14;52.2;50.83;45.77;44.15;44.25;41.9;39.26;36.97;34.58;36.33;37.91;37.37;36.69;27.76;26.81;28.32;24.34;20.43;18.85;24.23;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);876;Wallis and Futuna Islands;G;PERCENT;3.89;4.46;4.49;4.67;3.81;3.74;3.69;3.55;3.66;3.63;3.67;3.62;3.78;3.96;4.01;3.99;3.81;3.84;3.72;3.58;3.32;3.34;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);11;Western Africa;G;PERCENT;83.19;81.94;81.66;80.54;81.25;81.4;82.45;83.03;81.99;83.22;81.72;80.31;79.75;77.95;76.77;77.13;76.72;76.86;75.81;75.12;76.06;74.77;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);145;Western Asia;G;PERCENT;6.09;5.73;5.8;5.72;5.81;5.28;4.97;4.46;4.19;4.2;4.48;4.07;3.87;4.06;3.44;3.89;3.98;3.78;3.91;4.49;4.67;4.4;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);155;Western Europe;G;PERCENT;6.69;6.89;6.8;7.17;7.66;8.12;8.81;10.2;10.56;11.21;11.8;11.89;13.28;13.66;13.96;14.26;14.4;14.91;15.71;16.4;17.99;17.5;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);1;World;G;PERCENT;16.87;16.58;16.56;16.39;16.09;15.98;16.01;15.84;15.98;16.38;16.04;16.01;16.27;16.52;16.66;16.7;16.91;17.1;17.31;17.69;19.05;18.71;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);887;Yemen;G;PERCENT;0.95;0.89;0.88;0.78;0.75;0.73;0.76;0.76;0.74;0.7;0.78;0.93;1.08;0.76;0.78;1.96;2.64;2.96;2.93;3.03;3.55;3.67;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);894;Zambia;G;PERCENT;89.97;89.79;89.63;89.32;89.44;88.91;89.71;90.65;89.78;89.2;89.16;87.93;85.4;85.34;84.61;83.96;83.98;83.46;83.78;86.09;85.45;83.04;;;;;;;;;;;;;;;;;;;;;
7;7.2;7.2.1;EG_FEC_RNEW;Renewable energy share in the total final energy consumption (%);716;Zimbabwe;G;PERCENT;69.5;72.32;74.74;78.01;81.84;80.29;78.7;78.03;81.59;82.58;81.19;77.22;77;79.32;80.75;80.78;81.68;81.98;79.65;81.04;84.06;82.38;;;;;;;;;;;;;;;;;;;;;
